"","user_id","screen_name","text","source","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","lang","name","location","description","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","verified"
"1","794933288","chien_kwok","Leaders cross political spectrum are standing up to #prop16. #prop16 allows government to use race, sex, or ethnicity, specifically in the areas of public employment, public contracting, and public education. It is wrong and it is a discrimination. Don't divide us! https://t.co/gbpdL7FGUM","Twitter for iPhone",FALSE,TRUE,0,0,0,0,"c(""prop16"", ""prop16"")","en","Chien Kwok","New York, NY","Parent of public school children. Brooklyn Tech grad. PTA co-President. Education advocate for all students and their families to get best education possible.",FALSE,452,348,2,9822,12782,FALSE
"2","794933288","chien_kwok","Empower struggling communities through education investments. Don’t make them feel weak or vulnerable by singling them out based on race, color, ethnicity or religion. That’s the most unpatriotic &amp;  divisive approach done solely for political gains. No on #prop16 
#aparnaformayor https://t.co/KFjRzFFmIM","Twitter for iPhone",TRUE,TRUE,0,0,0,0,NA,"en","Chien Kwok","New York, NY","Parent of public school children. Brooklyn Tech grad. PTA co-President. Education advocate for all students and their families to get best education possible.",FALSE,452,348,2,9822,12782,FALSE
"3","794933288","chien_kwok","Well said, Sir! Race or sex should never be used as a basis for jobs or college admissions! Prop16 is going backwards! No on #Prop16! Nobody wanted to become a beneficiary of discrimination and being questioned about their qualifications throughout their lives. No on #Prop16. https://t.co/SwH3KsrhU5","Twitter for iPhone",FALSE,TRUE,0,0,0,0,NA,"en","Chien Kwok","New York, NY","Parent of public school children. Brooklyn Tech grad. PTA co-President. Education advocate for all students and their families to get best education possible.",FALSE,452,348,2,9822,12782,FALSE
"4","794933288","chien_kwok","If the foundation stays weak, the house will eventually fall – race based discrimination helps no one, particularly the people it is intended to help. But politicians supporting #Prop16 don’t seem to care. Sign up today. 
#racialequality #aparnaformayor #StrongerTogether https://t.co/i4ZXqQu00i","Twitter for iPhone",TRUE,TRUE,0,0,0,0,NA,"en","Chien Kwok","New York, NY","Parent of public school children. Brooklyn Tech grad. PTA co-President. Education advocate for all students and their families to get best education possible.",FALSE,452,348,2,9822,12782,FALSE
"5","794933288","chien_kwok","Even @washingtonpost can't stand #Prop16

Prop 16 should be seen primarily as an act of ideological aggression, a bold assertion that racial and gender quotas ... should be forthrightly proclaimed and permanently practiced as a positive good. https://t.co/fpylO1gbPb","Twitter for iPhone",FALSE,TRUE,0,0,0,0,"Prop16","en","Chien Kwok","New York, NY","Parent of public school children. Brooklyn Tech grad. PTA co-President. Education advocate for all students and their families to get best education possible.",FALSE,452,348,2,9822,12782,FALSE
"6","794933288","chien_kwok","Baggage claim area for #Prop16 supporters:

1. @AsmGarcia: ""This makes me feel like I want to punch the next Asian person I see in the face.""
2. #Netflix CEO's wife $1 million donation. #Cuties
3. Audit showing UC campuses did wrong with admission for connected. 

#NoOnPro16","Twitter for iPhone",FALSE,TRUE,0,0,0,0,"Prop16","en","Chien Kwok","New York, NY","Parent of public school children. Brooklyn Tech grad. PTA co-President. Education advocate for all students and their families to get best education possible.",FALSE,452,348,2,9822,12782,FALSE
"7","794933288","chien_kwok","@gracelypang @yesprop16 please don't use fake data. You can't answer ""why allowing government to use race, sex, or ethnicity in hiring and college admissions is not discrimination"", and that is why Californians are rejecting #prop16. Voters are smarter than you thought. https://t.co/nKuq0cf0pU","Twitter for iPhone",FALSE,TRUE,0,0,0,0,NA,"en","Chien Kwok","New York, NY","Parent of public school children. Brooklyn Tech grad. PTA co-President. Education advocate for all students and their families to get best education possible.",FALSE,452,348,2,9822,12782,FALSE
"8","794933288","chien_kwok","@gracelypang Have you watched this video before? Do you know that the 70% of students enrolled at UC are POC students including many from poor AAPI families like yours, the best in the nation. If #prop16 passes, the number of AAPI students enrolled will be cut in half. https://t.co/JRsAsnZdZD","Twitter for iPhone",FALSE,TRUE,0,0,0,0,NA,"en","Chien Kwok","New York, NY","Parent of public school children. Brooklyn Tech grad. PTA co-President. Education advocate for all students and their families to get best education possible.",FALSE,452,348,2,9822,12782,FALSE
"9","794933288","chien_kwok","We have to fight back! We have to do the right thing! Say no to state-sanctioned discrimination! No #Prop16!https://t.co/xQ9HHIJJXc","Twitter for iPhone",FALSE,TRUE,0,0,0,0,"Prop16","en","Chien Kwok","New York, NY","Parent of public school children. Brooklyn Tech grad. PTA co-President. Education advocate for all students and their families to get best education possible.",FALSE,452,348,2,9822,12782,FALSE
"10","794933288","chien_kwok","A 1550 on the SAT &amp; 4.5 GPA will not get you into Cal or UCLA right now if you aren’t the preferred race. This is with 209. They’re already practicing racial discrimination! Do not even tell me about the 1.7% of brats that got in-the discrimination is much worse. No #prop16.","Twitter for iPhone",FALSE,TRUE,0,0,0,0,NA,"en","Chien Kwok","New York, NY","Parent of public school children. Brooklyn Tech grad. PTA co-President. Education advocate for all students and their families to get best education possible.",FALSE,452,348,2,9822,12782,FALSE
